,name,id
126,PALMA DE MALLORCA/SON SAN JUAN,SN830600
824,PANTELLERIA,SN1647000
421,PARAINEN UTO,SN298100
1594,PARAKKA,SN206490
1013,PASVIK - SVANVIK,SN99460
1441,PAYERNE (6610-0),SN661000
1517,PERPIGNAN,SN774700
101,PERUGIA S. EGIDIO (16181-0),SN1618100
891,PESCARA,SN1623000
507,PETROZAVODSK,SN2282000
739,PIACENZA S. DAMIANO,SN1608400
514,PIESTANY,SN1182600
111,PIETARSAARI KALLAN,SN292000
1953,PISA S. GIUSTO,SN1615800
1629,PITEÅ,SN217310
772,PLASSEN,SN100
873,PLATÅBERGET III,SN99843
1304,"PLYMOUTH, MOUNT BATTEN",SN382700
1213,POLARBJØRN,SN77000
589,POLARSTERN,SN20930
265,POLMAK TOLLSTED,SN96931
1041,PONZA,SN1628000
100,POPRAD/TATRY,SN1193400
1906,PORI AIRPORT,SN295200
340,PORSGRUNN,SN30261
1680,PORSGRUNN - HERØYA,SN30256
271,PORSGRUNN - KJØLNES,SN30270
424,PORSGRUNN - ÅS,SN30255
96,PORTALEGRE,SN857100
1816,PORVOO EMASALO,SN299100
1095,PORVOO KALLBADAGRUND,SN298700
1869,POSTMYR I DRANGEDAL,SN34900
1067,POZNAN-LAWICA,SN1233000
469,PRAHA/RUZYNE,SN1151800
1356,PRESTSTULEN,SN14550
1167,PRIBYSLAV,SN1165900
1616,PRZEMYSL,SN1269500
907,PSKOV,SN2625800
1243,PUDASJARVI AIRFIELD,SN286600
1281,PV98851 SKJELTENE,SN61030
187,PYRAMIDEN,SN99880
80,RAGNAROKK,SN98648
1328,RAKKESTAD,SN3290
151,RAKKESTAD - SANDER,SN3280
1846,RAMNES - BERG,SN27301
542,RAMNES - KILE VESTRE,SN27315
1287,RAMNICU VALCEA,SN1534600
1911,RANHEIM,SN69020
1458,RAULAND,SN33250
986,REBBENESØY - GRÅHAUGEN,SN90721
1373,REBOLY,SN2260200
1524,REFVIK,SN59250
372,REGENSBURG,SN1077600
744,REIMS-COURCY,SN707000
176,REINDALSPASSET,SN99763
1066,REINHAUGEN,SN98978
1329,REINLI,SN22840
31,REIPÅ,SN80740
1318,REKDAL,SN61060
1515,RENA - ØRNHAUGEN,SN7420
1162,RENA FLYPLASS,SN7950
823,RENNEBU - RAMSTAD,SN66620
250,RENNES-SAINT JACQUES,SN713000
487,RENSJON,SN203100
1285,REPVÅG,SN94800
1824,REVETAL,SN27316
1636,REYKJAVIK,SN403000
459,RHODES (AIRPORT),SN1674900
1229,RIGA LU,SN2642200
1014,RIHPOJAVRI,SN91430
1734,RIMINI,SN1614900
105,RISNES I FJOTLAND,SN42520
1662,RISSA III,SN71320
1937,RISØR BRANNSTASJON,SN35340
306,RITSEM,SN201300
1909,RJUKAN,SN31410
1021,ROALDSHORNET,SN60190
1255,RODKALLEN,SN218800
688,ROGNSUNDET,SN94230
583,ROISSY,SN715700
942,ROLVSØY - ELVENESVEIEN,SN3120
415,ROMA/FIUMICINO,SN1624200
359,RONNEBY-BREDAKRA,SN266400
1859,ROPARUDDEN,SN213000
954,ROSENDAL,SN48500
895,ROSIORII DE VEDE,SN1547000
1181,ROSS RIG,SN76946
1299,ROSSLARE,SN395700
491,ROTVÆR,SN85040
1606,ROUEN-BOOS,SN703700
1652,ROVANIEMI AIRPORT,SN284500
582,ROVERUD,SN5660
1112,RUSKSELE D,SN226190
488,RV 15 MÅLØYBRUA,SN59210
591,RV13 BOTNEN,SN46410
435,RV13 EIANE,SN46090
1917,RV13 JØRPELAND,SN45460
23,RV13 LÅTEFOSS ,SN49240
1853,RV13 SVELGANE,SN51597
851,RV13 VIKAFJELL,SN53010
318,RV13 ÅRDAL,SN45675
1025,RV15 BREIDALEN,SN15950
299,RV15 BREIDALEN II,SN15951
99,RV15 EIDEFOSSEN,SN14420
1658,RV15 FOSNES,SN58670
930,RV15 LOM,SN15050
1146,RV15 MARKANE,SN58910
1513,RV15 SKJERDINGSDALEN,SN58703
104,RV15 STRYNEFJELL-KVITENOVA,SN58705
1531,RV15 TOTLAND,SN58990
1938,RV150 AKER SYKEHUS,SN18410
1142,RV2 FØTTASKJÆRET,SN5680
1325,RV2 HASLEMOSLETTA,SN6170
931,RV2 SIGERNESSJØEN,SN5495
1217,RV2 SORMA,SN6580
665,RV2 UVESUND BRU,SN4960
635,RV22 GAUTESTAD,SN1380
1417,RV22 KROKEDAL,SN3990
1436,RV25 MIDTSKOGBERGET,SN90
1414,RV3 BERGERØNNINGEN,SN9400
1777,RV3 EBRU,SN6690
1372,RV3 EVENSTAD,SN8135
1633,RV3 KOPPANG,SN8230
1758,RV3 KVIKNESKOGEN,SN66900
1749,RV3 LITJFOSSEN,SN66810
1205,RV3 RENA,SN6840
1340,RV3 STABEKKEN,SN12280
967,RV3 SVINGEN,SN6700
599,RV3 ØSTLUND,SN8800
525,RV36 FJÆREKILEN,SN30428
1526,RV36 SELJORD,SN32290
345,RV36 ULEFOSS,SN32540
1926,RV4 EINA,SN11690
898,RV4 GJELLERÅSEN,SN18280
1877,RV4 LYGNA,SN11340
1644,RV4 STRYKEN,SN4543
481,RV4 ÅNEBY,SN4455
1268,RV41 HYNNEKLEIV,SN38735
612,RV41 ÅMLI,SN37070
439,RV5 FRUDALEN,SN55735
444,RV5 GROV,SN57700
572,RV5 KAUPANGER,SN55705
140,RV5 LUNDEBOTN,SN57380
1273,RV5 SVARTHUMLE,SN57630
1901,RV52 EIKREDAMMEN,SN25040
347,RV52 HEMSEDALSFJELLET,SN25165
501,RV555 SOTRABRUA,SN50525
222,RV555 SOTRABRUA VIND,SN50526
1895,RV651 STIGEDALEN,SN58810
1197,RV7 DYRANUT,SN49860
735,RV7 KVISLA,SN25580
1230,RV7 NESBYEN,SN24820
1018,RV7 RALLERUD,SN24240
1861,RV7 SKULEVIKA,SN49865
1800,RV7 SOKNA,SN24230
45,RV70 GRÅURA,SN63595
1195,RV70 RENSVIK,SN64242
286,RV705 SELBUSKOGEN,SN69190
1307,RV714 VÅVATNET,SN66120
1180,RV76 TOSENFJELLET,SN77350
1930,RV77 GRADDIS,SN81760
1150,RV80 BERTNES,SN82210
398,RV80 HUNSTAD,SN82220
450,RV80 NORDVIKA,SN82130
1127,RV85 LANGVASSBUKT,SN87315
534,RV9 BYKLE,SN40405
1087,RV9 DALEHEFTE,SN39450
1835,RV9 HEKNI,SN40005
16,RV9 HOVDEN,SN40905
1130,RV9 LONGERAK,SN39800
322,RV9 MOISUND,SN39520
576,RV9 REIMAMOEN,SN40300
1856,RV92 SUOSSJAVRI,SN97470
1233,RV94 SKJÅHOLMEN,SN94235
510,RYGGE,SN17150
702,RYGGE - HUGGENES,SN17380
174,RZESZOW-JASIONKA,SN1258000
1982,Region Agder,GR2
1985,Region Nord-Norge,GR5
1980,Region Norge,GR0
1984,Region Trøndelag,GR4
1983,Region Vestlandet,GR3
1981,Region Østlandet,GR1
1971,Rogaland fylke,GF11
1272,RÅDE - TOMB,SN17050
1706,RÖRASTRAND D,SN250580
1246,RØLDAL KRAFTVERK,SN46460
1129,RØLDALSFJELLET,SN46430
73,RØLDALSFJELLET - ELVERSHEI,SN46432
1941,RØROS LUFTHAVN,SN10380
1506,RØRVIK LUFTHAVN,SN75220
90,RØST LUFTHAVN,SN85890
1737,RØVÆR,SN47350
1563,RØYKEN - SKOGSBORG,SN19810
1175,S. MARIA DI LEUCA,SN1636000
124,SAARBRUECKEN/ENSHEIM,SN1070800
733,SADJEM D,SN204990
831,SAGRES (8538-0),SN853800
1660,SAITTAROVA,SN206400
282,SAITTAROVA D,SN206405
1187,SALAMANCA/MATACAN,SN820200
279,SALLA KK MYLLYTIE,SN284900
1303,SALTDAL - NORDNES,SN81650
1070,SAMNANGER II,SN50351
1293,SAMOS (AIRPORT),SN1672300
275,SAN SEBASTIAN/IGUELDO,SN802700
266,SAND I RYFYLKE II,SN46150
866,SANDANE,SN58070
658,SANDANE LUFTHAMN,SN58100
646,SANDANSKI,SN1571200
40,SANDE - GALLEBERG,SN26990
1919,SANDE - LAUVKOLLMYR,SN26996
13,SANDEFJORD,SN27600
1770,SANDEFJORD - ENGA,SN27630
214,SANDEFJORD - GJEKSTAD,SN27540
34,SANDEFJORD - MOSSERØD,SN27564
768,SANDEFJORD - SENTRUM,SN27590
269,SANDHAUG,SN29400
272,SANDHORNØYA - VÅTVIKFJELLET,SN80880
133,SANDNES - ROVIK,SN44730
1543,SANDNESSJØEN - STAMNESØRA,SN76790
344,SANDNESSJØEN - ÅSEN,SN76780
523,SANDNESSJØEN LH - STOKKA,SN76750
114,SANTANDER,SN802300
1082,SARNA,SN231600
500,SARPSBORG,SN3190
296,SATENAS,SN252000
1595,SATU MARE,SN1501000
729,SAUDA,SN46610
1762,SAUPSTAD,SN68120
1010,SBADCP SAILBOUY 1,SN20956
56,SCARABEO 8,SN76999
167,SCHWERIN,SN1016200
202,SELBU II,SN68290
1863,SELJELIA,SN78360
346,SENJA - BOTNHAMN,SN88650
1046,SENJA - LAUKHELLA,SN88200
1786,SENJA - MEDBY,SN88450
382,SENJAHOPEN,SN88626
1350,SETSÅ,SN82000
573,SG644 GLIDER,SN20957
1215,SHANNON AIRPORT,SN396200
555,SIFJORD,SN88440
1925,SIGDAL - NEDRE EGGEDAL,SN26350
1144,SIHCCAJAVRI,SN93900
616,SIILINJARVI KUOPIO AIRPORT,SN291700
1277,SIOFOK,SN1293500
1159,SIRDAL - SINNES,SN42940
1864,SIRDAL - SMØLEHEIKNUDEN,SN42930
1946,SISOVATNET,SN82720
1365,SJUFJELLET,SN89985
473,SJURSNES,SN91060
460,SJUSJØEN - STORÅSEN,SN12960
1913,SKAGEN FYR,SN604100
32,SKAGSUDDE,SN226900
648,SKAMDAL,SN79220
774,SKARA,SN254290
520,SKARDSBØFJELLET,SN55720
636,SKARE,SN49245
682,SKEDSMO - HELLERUD,SN4260
1768,SKEI I JØLSTER,SN57390
432,SKIBOTN II,SN91380
170,SKIEN - BORGEÅSEN,SN30285
816,SKIEN - ELSTRØM,SN30320
910,SKIEN - GIMSØY,SN30293
1032,SKIEN - JØNNEVALL,SN30350
339,SKIEN - KJØRBEKKSVINGEN,SN30288
1061,SKIEN - KLYVE,SN30278
829,SKIEN - KOLLMYR,SN30410
1439,SKIEN - LANGEDUKEN,SN30325
1410,SKIEN - PETERSBORG,SN30340
361,SKIEN - RØDMYRLIA,SN30282
836,SKIEN - STALSBERG,SN30275
443,SKILLINGE,SN262500
560,SKISTUA,SN68110
1603,SKJEGGEDAL,SN49420
1790,SKJERVØY,SN91725
1249,SKJETLEIN,SN67140
1393,SKJOLDEN,SN55300
844,SKJÅK,SN15660
1242,SKJÅK II,SN15480
981,SKLINNA FYR,SN75550
121,SKOGFOSS,SN99500
1763,SKOTSELV,SN26060
462,SKREDDERDALEN,SN50570
882,SKRIVERBERGET,SN19527
846,SKROVA FYR,SN85380
342,SKRÖVEN D,SN218490
1570,SKUDENES INDUSTRI,SN47192
420,SKUDENES UNGDOMSSKOLE,SN47194
1624,SKULAFOSSEN KRAFTSTASJON,SN50120
1726,SKURDEVIKÅI,SN29900
1308,SKYROS (AIRPORT),SN1668400
1944,SKÅBU,SN13655
1596,SKÖVDE,SN254480
736,SLEIPNER A,SN76926
1147,SLEIPNER B,SN76961
1352,SLETTNES FYR,SN96400
1612,SLIVEN *,SN1564000
1793,SLOKUM GLIDER 1,SN20955
574,SLÅTTERØY FYR,SN48330
747,SMØLA - MOLDSTAD,SN65370
801,SNORRE A,SN76935
57,SNORRE B,SN76936
273,SNÅSA - KJEVLIA,SN70850
629,SNÅSA - NAGELHUS,SN70930
849,SNØHEIM,SN9380
1560,SODANKYLA ARCTIC RESEARCH CENTRE,SN283600
529,SOFIA (OBSERV.),SN1561400
1806,SOGNDAL - SELSENG,SN55730
1651,SOGNDAL LUFTHAMN,SN55700
219,SOGNEFJELLHYTTA,SN55290
853,SOKNA II,SN24210
1521,SOKNEDAL,SN67280
1823,SOLA,SN44560
1929,SOLA - GRANNES,SN44554
1694,SOLA PLU,SN44548
567,SOLA RADIOSONDESTASJON,SN44550
311,SOLBERGELVA - OLLEVEIEN,SN26780
748,SOLVÆR III,SN80102
1396,SOPNESBUKT,SN92910
1327,SORSELE,SN213590
303,SORTAVALA,SN2280200
532,SORTLAND - KLEIVA,SN86520
1779,SPØRTEGGBU,SN55425
911,ST-HUBERT,SN647600
1939,ST.PETERSBURG (VOEJKOVO),SN2606300
2,STADLANDET,SN59450
205,STAKKEVOLLAN,SN90495
959,STANGE - RÅDHUSET,SN12110
1358,STATFJORD A,SN76922
1445,STATFJORD B,SN76934
1874,STATSRAAD LEHMKUHL,SN20931
1026,STAVANGER - HUNDVÅG,SN44660
315,STAVANGER - MADLA,SN44580
1630,STAVANGER - TASTA,SN44620
154,STAVANGER - VÅLAND,SN44640
242,STEIGEN,SN83300
252,STEINFJORD,SN88623
1812,STEINKJER - SØNDRE EGGE,SN71000
353,STEKENJOKK,SN210200
1323,STOCKHOLM/BROMMA,SN246400
388,STOKKE - SOLLI,SN27770
1241,STOKMARKNES LH - SKAGEN,SN86600
411,STOKMARKNES LH - VEST,SN86598
871,STORA SJOFALLET,SN202400
822,STORD LUFTHAVN,SN48120
1572,STORFORSHEI,SN79700
1314,STORGAMA,SN37150
1537,STORLIEN-STORVALLEN,SN220600
425,STORLIEN-STORVALLEN A,SN220700
991,STORNOWAY AIRPORT,SN302600
618,STORON,SN219100
295,STORSTILLA,SN81930
1817,STRASBOURG-ENTZHEIM,SN719000
1650,STRAUMSNES,SN84500
1006,STRAUMØY,SN47450
1103,STRENGEN,SN31250
1105,STRYN,SN58560
1927,STRYN - KROKEN,SN58900
287,STRØMSFOSS SLUSE,SN1650
697,STRØMTANGEN FYR,SN17000
354,STUGUDAL - KÅSEN,SN68840
1728,STUTTGART-ECHTERDINGEN,SN1073800
1593,STYRKESNES - HESTVIKA,SN82840
1408,STÄLLDALEN,SN243170
1747,SULA,SN65940
221,SULA - LANGEVÅG,SN60870
180,SULDALSVATN,SN46300
889,SULINA,SN1536000
385,SULITJELMA - FAGERLI,SN81915
1200,SUNDSVALL HARNOSAND (2366-0),SN236600
987,SUNNDALSØRA III,SN63420
1679,SUOLOVUOPMI - LULIT,SN93301
1059,SUOMUSSALMI PESIO,SN288900
708,SURNADAL - SYLTE,SN64760
771,SUSENDAL,SN77850
1604,SUWALKI,SN1219500
120,SVALBARD LH - PLATÅBERGET,SN99841
734,SVALBARD LUFTHAVN,SN99840
143,SVANEHOLM D,SN240890
1709,SVARTBERGET D,SN212190
577,SVARTTJØRNBEKKEN,SN69010
1421,SVEG A,SN232700
874,SVELGEN II,SN57810
1825,SVELVIK - BOKERØYA,SN26975
622,SVELVIK - KNEM,SN26950
366,SVENNER FYR,SN29950
1274,SVENSKA HOGARNA,SN249600
1324,SVENSKA HOGARNA A,SN249800
410,SVERRESBORG,SN68125
1257,SVILAND,SN44800
108,SVINØY FYR,SN59800
1492,SVOLVÆR LH - NORD,SN85448
85,SVOLVÆR LUFTHAVN,SN85450
1425,SYGNA,SN56780
1899,SYKKYLVEN - STRAUMGJERDET,SN60030
1422,SYKKYLVEN - VIK,SN60010
902,SYLARNA,SN220900
522,SYLLING,SN19958
664,SZCZECIN,SN1220500
37,SZEGED,SN1298200
814,SZOLNOK,SN1286000
912,SZOMBATHELY,SN1281200
1452,Shepetivka,SN3331700
1973,Sogn og Fjordane fylke,GF14
1541,SÆDALEN,SN50503
1778,SÆRHEIM,SN44300
1507,SÆTERTINDEN VED TJELDSUNDET,SN87772
1394,SÖDERSEL D,SN226590
1959,SÖDERTÄLJE,SN248690
1448,SÖLJE D,SN241190
941,SØLENDET,SN10800
1360,SØMNA - KVALØYFJELLET,SN76240
615,SØMNA - STEIN,SN76250
1527,SØREBØ,SN52970
1689,SØRKAPPØYA,SN99752
1620,SØRKJOSEN LUFTHAVN,SN91740
916,SØRLI,SN73250
1424,SØYLAND I GJESDAL,SN44480
1975,Sør-Trøndelag fylke,GF16
1626,TAFJORD,SN60500
940,TAKLE,SN52860
1580,TALLINN-HARKU,SN2603800
1581,TALLJÄRV D,SN218180
766,TAMOKDALEN,SN89980
1016,TAMPERE-PIRKKALA AIRPORT,SN294400
260,TANA BRU,SN96850
1035,TANANGER,SN44552
1949,TANNAS,SN230800
456,TARFALA,SN202900
686,TENNHOLMEN,SN82450
794,TERESPOL,SN1239900
264,TERIBERKA,SN2202800
730,TESSUNGDALEN - BAKKHUS,SN31080
524,THYBOROEN,SN605200
1218,TIME - LYE,SN44190
1221,TINGSRYD-DEGERHAGA,SN264870
123,TINGVOLL,SN64510
1117,TINNOSDAMMEN,SN30810
247,TIREE,SN310000
98,TJELTA,SN44530
1687,TJØLLING,SN27780
406,TJØME,SN27420
1447,TJØTTA,SN76530
1362,TOFTE - RULLETO,SN19825
1951,TOMREFJORD,SN61062
127,TONSTAD - NETTFED,SN42810
979,TORP,SN27470
482,TORSHAVN,SN601100
526,TORSVÅG FYR,SN90800
1212,TORUN,SN1225000
653,TORUNGEN FYR,SN36200
431,TORUP,SN261800
676,TORVHAUGDALEN,SN98976
263,TOULOUSE BLAGNAC,SN763000
1829,TOURS,SN724000
1725,TOVDAL,SN38800
1851,TRANSOCEAN ENABLER,SN77032
1098,TRESFJORDEN,SN61090
1345,TROLL A,SN76931
833,TROLL AIRFIELD,SN92100
217,TROLL B,SN76957
1174,TROLL C,SN76937
357,TROLL I ANTARKTIS,SN99990
496,TROLLEDALSEGGA,SN58860
447,TROLLHEIMEN - STORHORNET,SN63630
390,TROMSDALEN,SN90510
552,TROMSØ,SN90450
1828,TROMSØ - HOLT,SN90400
1442,TROMSØ - LANGNES,SN90490
1141,TROMSØ LH - STORKJØLEN,SN90491
1807,TROMSØ PLU,SN90451
516,TRONDHEIM - GLØSHAUGEN,SN68173
1194,TRONDHEIM - HØVRINGEN,SN68010
268,TRONDHEIM - RISVOLLAN,SN68230
761,TRONDHEIM - VOLL,SN68860
850,TRONDHEIM - VOLL PLU,SN68863
845,TROYES-BARBEREY,SN716800
1207,TRYSIL - NORDRE KANKEN,SN210
1094,TRYSIL VEGSTASJON,SN180
800,TRYVANNSHØGDA,SN18950
1418,TRÆNA - HUSØY,SN80340
138,TUDDAL,SN31900
42,TUFSINGDAL - MIDTDAL,SN810
886,TULLINGE,SN246900
1718,TULLUS D,SN223180
362,TUNHOVD,SN29600
1300,TUNNSJØ,SN73800
302,TURKU AIRPORT,SN297200
961,TUSSAFOTEN,SN49720
1211,TUSTNA,SN65130
1746,TVEITSUND,SN37230
88,TWENTE AWS,SN629000
1019,TYNSET - HANSMOEN,SN9580
1791,TYSSEDAL IA,SN49351
1801,TYSSEDAL V,SN49360
1968,Telemark fylke,GF8
2003,Temperaturregion Finnmarksvidda,TR5
2001,Temperaturregion Midt-Norge,TR3
2002,Temperaturregion Nordland/Troms,TR4
2004,Temperaturregion Varanger,TR6
2000,Temperaturregion Vestlandet,TR2
1999,Temperaturregion Østlandet,TR1
1978,Troms fylke,GF19
319,TÄRENDÖ D,SN209590
1220,TÅGDALEN,SN64870
925,TÖCKSFORS D,SN240880
1369,TØNSBERG - BARKÅKER,SN27281
1330,TØNSBERG - EIK,SN27272
171,TØNSBERG - KARLSVIK,SN27262
564,TØNSBERG - KILEN,SN27270
404,TØNSBERG - TARANRØD,SN27330
474,TØNSBERG - VALLØ,SN27261
674,TØNSBERG - VEAR,SN27282
193,TØNSBERG GJESTEHAVN,SN27271
1001,TØRDAL - SUVDØLA,SN34800
383,UCCLE,SN644700
860,UDINE/RIVOLTO,SN1604500
1676,UKKESTAD,SN4740
490,ULA,SN76938
333,ULLANDHAUG,SN44562
966,ULLENSAKER − BORGEN,SN4807
776,ULLENSVANG FORSØKSGARD,SN49490
756,ULRICEHAMN,SN253680
1838,ULVIK - HJELTNES,SN49910
1171,ULVSJÖ,SN232150
579,UNDRUMSDAL,SN27318
1600,USAK,SN1718800
110,USTICA,SN1640000
1403,USTKA,SN1211500
150,UTGÅRD,SN70820
112,UTKLIPPAN,SN263200
1459,UTSIRA FYR,SN47300
461,UTSJOKI KEVO,SN280500
1623,UVDAL KRAFTVERK,SN29350
909,Uman,SN3358700
598,Uzhhorod,SN3363100
371,VAALA PELSO,SN271400
1847,VAASA AIRPORT,SN291100
740,VADEROARNA,SN250100
709,VADSØ LUFTHAVN,SN98790
122,VAJDA-GUBA,SN2200300
1631,VALDALEN,SN730
1295,VALEMON,SN20953
1292,VALENCIA/AEROPUERTO,SN828400
1069,VALENTIA OBSERVATORY,SN395300
213,VALHALL A,SN76939
329,VALLDAL - MURI,SN60640
18,VALLE,SN40250
652,VALLERUDÅSEN,SN4090
1136,VALLEY,SN330200
749,VALLJORD,SN82650
1837,VALNESFJORD,SN82110
678,VANG I VALDRES,SN23720
1799,VANGSNES,SN53101
789,VANTAA HELSINKI-VANTAA AIRPORT,SN297400
1297,VARDØ LUFTHAVN,SN98580
1227,VARDØ RADIO,SN98550
870,VARNA,SN1555200
1466,VARNTRESK,SN78800
1922,VASTMARKUM,SN226000
575,VATS I VINDAFJORD,SN46930
241,VAXJO,SN264800
1258,VEA,SN12600
1116,VEGA - VALLSJØ,SN76450
1712,VEGGLI II,SN28922
875,VEIHOLMEN,SN65310
1934,VEITASTROND,SN55670
978,VENABU,SN13420
1479,VERA II,SN70510
650,VERLEGENHUKEN,SN99927
1005,VERMUNDSJØEN,SN6440
666,VESLEFRIKK A,SN76995
906,VEST-TORPA II,SN21680
1102,VESTFJORDEN,SN20932
706,VESTFOSSEN,SN26630
375,VESTNES - RÅDHUSET,SN61064
852,VIDSEL,SN215400
547,VIGO/PEINADOR,SN804500
1916,VIGRA,SN60990
745,VIK I SOGN III,SN53070
815,VIKSDALEN I GAULAR,SN56850
973,VILHELMINA,SN224500
1702,VILNIUS (26730-0),SN2673000
1083,VISBY,SN259000
614,VISUNDFELTET,SN76968
1189,VITTANGI,SN207280
363,VLISSINGEN AWS,SN631000
1416,VOLDA,SN59660
900,VOLDA - BRATTEBERG SKOLE,SN59667
117,VOLDA BRANNSTASJON,SN59665
492,VOSSEVANGEN,SN51530
1496,VYBORG,SN2289200
1970,Vest-Agder fylke,GF10
1967,Vestfold fylke,GF7
993,Vinnytsia,SN3356200
223,Volodymyr-Volynskyi,SN3317700
712,Voznesensk,SN3377700
276,VÄNNÄS D,SN228790
586,VÄRMLANDS-EKENÄS D,SN240390
401,VÄSTERÅS,SN248190
1914,VÄSTERÖVSJÖ D,SN224780
1219,VÅGSLI,SN33890
60,VÅLE,SN27214
351,VÆRNES,SN69100
1311,VÆRØY HELIPORT,SN85840
1716,WARSZAWA-OKECIE,SN1237500
1819,WEST HERCULES,SN77029
633,WEST VENTURE,SN76950
255,WICK AIRPORT,SN307500
1520,WIEN/HOHE WARTE,SN1103500
741,WIEN/SCHWECHAT-FLUGHAFEN,SN1103600
61,WISTING,SN20925
935,WROCLAW II,SN1242400
531,WUERZBURG,SN1065500
227,YANISKOSKI,SN2210100
1476,YLINENJARVI,SN219900
451,YLIVIESKA AIRFIELD,SN275500
1419,YLJA KRAFTVERK,SN23800
486,YME,SN76929
1038,YTRE HOLMEBUKT,SN91080
1701,YTRE SOLUND,SN56400
892,YTTERHOGDAL,SN232590
1137,YTTERRISSJÖ D,SN225490
1460,YTTERØYANE FYR,SN57770
24,ZIELONA GORA,SN1240000
1062,ZONGULDAK,SN1702200
1003,ZUERICH / KLOTEN,SN667000
159,ÅFJORD II,SN71780
1634,ÅKERNESET,SN60240
208,ÅKNESSKARET,SN60242
0,ÅKRA UNGDOMSSKOLE,SN47230
879,ÅKREHAMN AMFI,SN47232
990,ÅKRESTRØMMEN,SN7660
809,ÅL III,SN25320
957,ÅLEN,SN67780
350,ÅLESUND IV,SN60945
1881,ÅLFOTEN II,SN57940
1317,ÅMOTSDAL,SN32350
1920,ÅNDALSNES - KAMSHAUGEN,SN61340
232,ÅNGÅRDSVATNET,SN63580
1472,ÅNSTADBLÅHEIA,SN87000
1279,ÅRNES,SN4920
1668,ÅRVIKSAND,SN91731
471,ÅS,SN17850
1011,ÅS - RUSTADSKOGEN,SN17870
95,ÅSANE,SN50810
924,ÅSARNA D,SN231980
1617,ÅSERAL,SN41480
1387,ÅSGARD B,SN76958
928,ÅSGÅRDSTRAND,SN27162
477,ÖSTMARK-ÅSARNA,SN242370
955,ÖVERTORNEÅ,SN219790
807,ØKSFJORD - DEALLJA,SN92860
1238,ØKSFJORD - PARKVEIEN,SN92880
1787,ØLJUSJØ PUMPEKRAFTVERK,SN54420
1640,ØRJE,SN1950
1852,ØRLAND III,SN71550
984,ØRSKOG,SN60800
146,ØRSTA - EITREFJELL,SN59695
317,ØRSTA-VOLDA LUFTHAMN,SN59680
130,ØSAKER,SN3370
1052,ØSTRE TOTEN - APELSVOLL,SN11500
1554,ØSTÅS I HEGRA,SN69550
1638,ØVERBYGD II,SN89820
175,ØVRE HEIMDALSVATN,SN13750
859,ØVRE KROSSDALEN,SN49080
968,ØVRE LEIRBOTN,SN94050
1199,ØVRE NEIDEN,SN99340
951,ØVRE ÅRDAL,SN54780
216,ØVREVOLL,SN19510
1697,ØVSTEDAL,SN51250
1961,Østfold fylke,GF1
1960,,idf_bma1km
